id|title|releaseDate|storeReleaseDate|FinalPrice|OriginalPrice|PriceDiscountPercentage|PriceDiscountAmount|PriceCurrency|productState|storeLink|Developer|Publisher|OperatingSystem1|OperatingSystem2|OperatingSystem3|Tag1|Tag2|Tag3|Tag4|Tag5|Tag6|Tag7|Tag8|Tag9|Tag10
^2028570892^|^Contra Anniversary Collection^|^2019-06-11^|^2023-06-12^|^3.99^|^19.99^|^-80.0^|^16.00^|^USD^|^default^|^https://www.gog.com/en/game/contra_anniversary_collection^|^Konami Digital Entertainment^|^KONAMI^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Platformer', 'slug': 'platformer'}^|^{'name': 'Difficult', 'slug': 'difficult'}^|^{'name': 'War', 'slug': 'war'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Retro', 'slug': 'retro'}^
^1486529526^|^Flashback™^|^2018-12-04^|^2018-12-04^|^0.99^|^9.99^|^-90.0^|^9.00^|^USD^|^default^|^https://www.gog.com/en/game/flashback^|^Paul Cuisset^|^Microids^|^windows^|^osx^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'Platformer', 'slug': 'platformer'}^|^{'name': 'Cyberpunk', 'slug': 'cyberpunk'}^|^^|^^
^1342466874^|^GRIP^|^2018-11-06^|^2021-06-17^|^2.49^|^24.99^|^-90.0^|^22.50^|^USD^|^default^|^https://www.gog.com/en/game/grip^|^Caged Element Inc.^|^Wired Productions^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Local Multiplayer', 'slug': 'local-multiplayer'}^|^{'name': 'Racing', 'slug': 'racing'}^|^{'name': 'Split Screen', 'slug': 'split-screen'}^|^{'name': 'VR', 'slug': 'vr'}^|^^|^^
^1225266185^|^Phantom Doctrine Deluxe Edition^|^2018-08-14^|^2018-08-14^|^4.59^|^45.99^|^-90.0^|^41.40^|^USD^|^default^|^https://www.gog.com/en/game/phantom_doctrine_deluxe_edition^|^Creative Forge Games^|^Good Shepherd Entertainment	^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Violent', 'slug': 'violent'}^|^{'name': 'OST', 'slug': 'ost'}^
^2130382962^|^Ion Fury^|^2018-02-28^|^2018-04-17^|^9.99^|^24.99^|^-60.0^|^15.00^|^USD^|^default^|^https://www.gog.com/en/game/ion_fury^|^Voidpoint^|^3D Realms^|^windows^|^linux^|^^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Violent', 'slug': 'violent'}^|^{'name': 'Gore', 'slug': 'gore'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Shooter', 'slug': 'shooter'}^
^1081614865^|^Ken Follett’s The Pillars of the Earth^|^2017-08-15^|^2017-08-15^|^1.99^|^19.99^|^-90.0^|^18.00^|^USD^|^default^|^https://www.gog.com/en/game/ken_folletts_the_pillars_of_the_earth_season_pass^|^Daedalic Entertainment^|^Daedalic Entertainment^|^windows^|^linux^|^osx^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^
^1640205738^|^SHENZHEN I/O^|^2016-11-17^|^2017-03-02^|^7.49^|^14.99^|^-50.0^|^7.50^|^USD^|^default^|^https://www.gog.com/en/game/shenzhen_io^|^Zachtronics^|^Zachtronics^|^windows^|^linux^|^osx^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Difficult', 'slug': 'difficult'}^|^{'name': 'Logic', 'slug': 'logic'}^|^{'name': 'Modern', 'slug': 'modern'}^|^{'name': 'Education', 'slug': 'education'}^|^^
^1960384075^|^Death Road to Canada^|^2016-07-21^|^2016-09-06^|^3.74^|^14.99^|^-75.0^|^11.25^|^USD^|^default^|^https://www.gog.com/en/game/death_road_to_canada^|^Rocketcat Games^|^Rocketcat Games^|^windows^|^linux^|^osx^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Difficult', 'slug': 'difficult'}^|^{'name': 'Survival', 'slug': 'survival'}^
^1668986402^|^SteamWorld Heist^|^2016-06-07^|^2017-01-31^|^1.94^|^14.99^|^-87.0^|^13.05^|^USD^|^default^|^https://www.gog.com/en/game/steamworld_heist^|^Image and Form^|^Image and Form^|^windows^|^linux^|^osx^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Science', 'slug': 'science'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^
^1453375253^|^Stardew Valley^|^2016-02-26^|^2016-02-26^|^14.99^|^14.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/stardew_valley^|^ConcernedApe^|^ConcernedApe^|^windows^|^linux^|^osx^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^
^1443001420^|^Stronghold Crusader 2: The Jackal & The Khan^|^2015-11-06^|^2015-11-19^|^1.79^|^5.99^|^-70.0^|^4.20^|^USD^|^default^|^https://www.gog.com/en/game/stronghold_crusader_2_the_jackal_the_khan^|^FireFly Studios^|^FireFly Studios^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^^|^^|^^|^^|^^|^^|^^
^1443000342^|^Stronghold Crusader 2: The Princess & The Pig^|^2015-03-20^|^2015-11-19^|^1.79^|^5.99^|^-70.0^|^4.20^|^USD^|^default^|^https://www.gog.com/en/game/stronghold_crusader_2_the_princess_the_pig^|^FireFly Studios^|^FireFly Studios^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^^|^^|^^|^^|^^|^^|^^
^1420813264^|^King's Bounty: Dark Side - Premium Edition^|^2014-08-19^|^2015-01-13^|^2.24^|^14.99^|^-85.0^|^12.75^|^USD^|^default^|^https://www.gog.com/en/game/kings_bounty_dark_side_premium_edition^|^1C-Softclub^|^Fulqrum Publishing^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Magic', 'slug': 'magic'}^|^{'name': 'Tactical RPG', 'slug': 'tactical-rpg'}^|^^
^1207664583^|^Always Sometimes Monsters^|^2014-05-21^|^2014-05-21^|^0.99^|^9.99^|^-90.0^|^9.00^|^USD^|^default^|^https://www.gog.com/en/game/always_sometimes_monsters^|^Vagabond Dog^|^Vagabond Dog^|^windows^|^linux^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^
^1986644574^|^Beyond: Two Souls^|^2013-10-08^|^2023-09-22^|^5.99^|^19.99^|^-70.0^|^14.00^|^USD^|^default^|^https://www.gog.com/en/game/beyond_two_souls^|^Quantic Dream^|^Quantic Dream^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^
^1437401338^|^Hearts of Iron III^|^2009-08-07^|^2015-07-30^|^2.49^|^9.99^|^-75.0^|^7.50^|^USD^|^default^|^https://www.gog.com/en/game/hearts_of_iron_iii^|^Paradox Development Studio^|^Paradox Interactive^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'War', 'slug': 'war'}^|^{'name': 'RTS', 'slug': 'rts'}^|^{'name': 'Military', 'slug': 'military'}^
^1624457803^|^NecroVision^|^2009-05-20^|^2017-11-09^|^0.74^|^4.99^|^-85.0^|^4.25^|^USD^|^default^|^https://www.gog.com/en/game/necrovision^|^The Farm 51^|^Fulqrum Publishing^|^windows^|^^|^^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Gore', 'slug': 'gore'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Shooter', 'slug': 'shooter'}^|^^|^^|^^
^1455891732^|^Elven Legacy Collection^|^2009-04-07^|^2016-03-03^|^0.79^|^7.99^|^-90.0^|^7.20^|^USD^|^default^|^https://www.gog.com/en/game/elven_legacy_collection^|^1C: Ino-Co^|^Fulqrum Publishing^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Magic', 'slug': 'magic'}^|^{'name': 'War', 'slug': 'war'}^|^^|^^
^1207658867^|^King's Bounty: The Legend^|^2008-04-25^|^2010-06-02^|^1.04^|^6.99^|^-85.0^|^5.95^|^USD^|^default^|^https://www.gog.com/en/game/kings_bounty_the_legend^|^Katauri Interactive^|^Fulqrum Publishing^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Turn-Based', 'slug': 'turn-based'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'Magic', 'slug': 'magic'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^
^1999825584^|^Sinking Island^|^2007-10-04^|^2022-07-13^|^1.19^|^7.99^|^-85.0^|^6.80^|^USD^|^default^|^https://www.gog.com/en/game/sinking_island^|^White Birds Productions^|^Microids^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Mystery', 'slug': 'mystery'}^|^{'name': 'Investigation', 'slug': 'investigation'}^|^^|^^|^^|^^
^1207659255^|^The Penumbra Collection^|^2007-03-30^|^1991-12-25^|^1.99^|^9.99^|^-80.0^|^8.00^|^USD^|^default^|^https://www.gog.com/en/game/the_penumbra_collection^|^Frictional Games^|^Frictional Games^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Horror', 'slug': 'horror'}^|^^|^^|^^|^^|^^
^1207658844^|^Empire Earth 2 Gold Edition^|^2005-04-26^|^2010-03-16^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/empire_earth_2_gold^|^Mad Doc Software^|^Rebellion^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'War', 'slug': 'war'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Building', 'slug': 'building'}^|^{'name': 'Base Building', 'slug': 'base-building'}^|^{'name': 'RTS', 'slug': 'rts'}^|^{'name': 'Military', 'slug': 'military'}^
^1207659225^|^Leisure Suit Larry: Magna Cum Laude: Uncut and Uncensored!^|^2004-10-04^|^2013-05-14^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/leisure_suit_larry_magna_cum_laude_uncut_and_uncensored^|^Sierra^|^Codemasters^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Sexual Content', 'slug': 'sexual-content'}^|^{'name': 'Nudity', 'slug': 'nudity'}^|^{'name': 'Mature', 'slug': 'mature'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Modern', 'slug': 'modern'}^|^^
^1207658803^|^Commandos 2+3^|^2003-10-14^|^2009-10-22^|^4.99^|^9.99^|^-50.0^|^5.00^|^USD^|^default^|^https://www.gog.com/en/game/commandos_2_3^|^Pyro Studios^|^Kalypso Media Digital^|^windows^|^^|^^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Isometric', 'slug': 'isometric'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Stealth', 'slug': 'stealth'}^|^{'name': 'World War II', 'slug': 'world-war-ii'}^|^^
^1418669891^|^Warcraft II Battle.net Edition^|^1999-09-30^|^2019-03-28^|^9.99^|^9.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/warcraft_2_battlenet_edition^|^Blizzard Entertainment, Inc.^|^Blizzard Entertainment, Inc.^|^windows^|^^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^{'name': 'Real-Time', 'slug': 'real-time'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'RTS', 'slug': 'rts'}^|^^|^^|^^
^1207658959^|^Dungeon Keeper™ 2^|^1999-07-07^|^2011-08-25^|^5.99^|^5.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/dungeon_keeper_2^|^Bullfrog Productions^|^Electronic Arts^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Dark', 'slug': 'dark'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'Isometric', 'slug': 'isometric'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'City builder', 'slug': 'city-builder'}^
^1207658801^|^Red Baron Pack^|^1998-10-31^|^2009-10-08^|^4.99^|^9.99^|^-50.0^|^5.00^|^USD^|^default^|^https://www.gog.com/en/game/red_baron_pack^|^Dynamix^|^Mad Otter Games^|^windows^|^^|^^|^{'name': 'Simulation', 'slug': 'simulation'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Historical', 'slug': 'historical'}^|^{'name': 'Combat', 'slug': 'combat'}^|^^|^^|^^|^^|^^|^^
^1438596389^|^Timelapse^|^1996-09-30^|^2015-09-03^|^0.89^|^5.99^|^-85.0^|^5.10^|^USD^|^default^|^https://www.gog.com/en/game/timelapse^|^GTE Entertainment^|^Nightdive Studios^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Logic', 'slug': 'logic'}^|^{'name': 'FPS', 'slug': 'fps'}^|^^|^^|^^
^1136471182^|^METAL SLUG^|^1996-01-01^|^2017-05-30^|^2.39^|^7.99^|^-70.0^|^5.60^|^USD^|^default^|^https://www.gog.com/en/game/metal_slug^|^SNK CORPORATION^|^SNK CORPORATION^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Platformer', 'slug': 'platformer'}^|^{'name': 'Multiplayer', 'slug': 'multiplayer'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'Cartoony', 'slug': 'cartoony'}^
^1207658980^|^Lands of Lore™ 1+2^|^1993-01-02^|^2011-11-15^|^1.49^|^5.99^|^-75.0^|^4.50^|^USD^|^default^|^https://www.gog.com/en/game/lands_of_lore_1_2^|^Westwood Studios^|^Electronic Arts^|^windows^|^osx^|^^|^{'name': 'Fantasy', 'slug': 'fantasy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Good Old Game', 'slug': 'good-old-game'}^|^{'name': 'CRPG', 'slug': 'crpg'}^|^^|^^|^^
^1207666293^|^Indiana Jones® and the Fate of Atlantis™^|^1992-06-01^|^2014-10-28^|^5.99^|^5.99^|^^|^0.00^|^USD^|^default^|^https://www.gog.com/en/game/indiana_jones_and_the_fate_of_atlantis^|^Lucasfilm^|^Disney^|^windows^|^linux^|^osx^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'Great Soundtrack', 'slug': 'great-soundtrack'}^|^{'name': 'Pixel Graphics', 'slug': 'pixel-graphics'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^
^1333742671^|^Cabernet^|^2024-10-24^|^2024-10-24^|^17.99^|^19.99^|^-10.0^|^2.00^|^USD^|^preorder^|^https://www.gog.com/en/game/cabernet^|^Party for Introverts^|^Akupara Games^|^windows^|^^|^^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': '2D', 'slug': 'two-dimensional'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Female Protagonist', 'slug': 'female-protagonist'}^|^{'name': 'Horror', 'slug': 'horror'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^|^{'name': 'Visual Novel', 'slug': 'visual-novel'}^|^{'name': 'Multiple Endings', 'slug': 'multiple-endings'}^
^1965670180^|^SteamWorld Heist II^|^2024-08-08^|^2024-08-08^|^20.99^|^29.99^|^-30.0^|^9.00^|^USD^|^default^|^https://www.gog.com/en/game/steamworld_heist_ii^|^Thunderful Development^|^Thunderful Publishing^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Strategy', 'slug': 'strategy'}^|^{'name': 'Role-playing', 'slug': 'role-playing'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Tactical', 'slug': 'tactical'}^|^^|^^|^^
^1178230682^|^SteamWorld Build: Mechanized^|^2024-04-04^|^2024-04-04^|^6.99^|^9.99^|^-30.0^|^3.00^|^USD^|^default^|^https://www.gog.com/en/game/steamworld_build_mechanized^|^Thunderful Development^|^Thunderful Publishing^|^windows^|^^|^^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'Management', 'slug': 'management'}^|^{'name': 'Sandbox', 'slug': 'sandbox'}^|^{'name': 'Resource Management', 'slug': 'resource-management'}^|^{'name': 'Family Friendly', 'slug': 'family-friendly'}^|^{'name': 'Cartoony', 'slug': 'cartoony'}^|^{'name': 'Building', 'slug': 'building'}^|^{'name': 'Base Building', 'slug': 'base-building'}^|^{'name': 'City builder', 'slug': 'city-builder'}^
^1598140349^|^The Genesis Order^|^2024-04-02^|^2024-05-31^|^11.99^|^14.99^|^-20.0^|^3.00^|^USD^|^default^|^https://www.gog.com/en/game/the_genesis_order^|^NLT Media^|^NLT Media^|^windows^|^linux^|^osx^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Indie', 'slug': 'indie'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Puzzle', 'slug': 'puzzle'}^|^{'name': 'Casual', 'slug': 'casual'}^|^{'name': 'Funny', 'slug': 'funny'}^|^{'name': 'Point&Click', 'slug': 'point-and-click'}^|^{'name': 'Mystery', 'slug': 'mystery'}^|^{'name': 'Sexual Content', 'slug': 'sexual-content'}^
^1552917456^|^RoboCop: Rogue City - Alex Murphy Edition^|^2024-02-11^|^2024-02-22^|^29.99^|^59.99^|^-50.0^|^30.00^|^USD^|^default^|^https://www.gog.com/en/game/robocop_rogue_city_alex_murphy_edition^|^Teyon^|^Nacon^|^windows^|^^|^^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Atmospheric', 'slug': 'atmospheric'}^|^{'name': 'Sci-fi', 'slug': 'sci-fi'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Violent', 'slug': 'violent'}^|^{'name': 'Gore', 'slug': 'gore'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Mature', 'slug': 'mature'}^|^{'name': 'Shooter', 'slug': 'shooter'}^
^1866033492^|^Boiling Point: Road to Hell^|^2023-11-14^|^2023-11-14^|^7.99^|^9.99^|^-20.0^|^2.00^|^USD^|^default^|^https://www.gog.com/en/game/boiling_point_road_to_hell^|^Deep Shadows^|^Ziggurat^|^windows^|^^|^^|^{'name': 'Adventure', 'slug': 'adventure'}^|^{'name': 'Action', 'slug': 'action'}^|^{'name': 'Story Rich', 'slug': 'story-rich'}^|^{'name': 'Exploration', 'slug': 'exploration'}^|^{'name': 'Classic', 'slug': 'classic'}^|^{'name': 'First-Person', 'slug': 'first-person'}^|^{'name': 'Choices Matter', 'slug': 'choices-matter'}^|^{'name': 'Open World', 'slug': 'open-world'}^|^{'name': 'FPS', 'slug': 'fps'}^|^{'name': 'Retro', 'slug': 'retro'}^
